"id","author_id","author_name","bibliography","transcript","token_sequence","token"
"29","224","0","106","5","29","„Herwegh dem die politische Leitung der Expedition oblag, [...]“ (18:43-19:1) „[...] daβ Herwegh mit den militairischen Anordnungen gar nichts zu thun hatte - “ (21:21-22)"
"30","224","0","106","5","30","„[...] schien ich [Emma] ihm [Georg] der geeignetste Emissair, und so reiste ich nach Mannheim ab.“ (21:37-38)"
"31","224","0","106","5","31","„Aber wen schicken wir nun? [...] Mich, meine Herren[...]. Mich lässt man überall passieren.“ (29:11-17)"
"32","224","0","106","5","32","„daβ er es seine Pflicht hielt, ihrem einstimmigen Wunsche nachzugeben“ (13:30)"
"33","224","0","106","5","33","„Herwegh [...] keine Illusionen, er war sich der Verantwortlichkeit, welche er übernahm, sehr wohl bewuβt.“ (13:43; 14:1)"
"34","224","0","106","5","34","„[...] und durfete die Liebe, die man ihm zollte, als ein freies Geschenk hinnehmen, das dem Geber eben so zur Ehre gereicht, als dem, der es empfing.“ (35:39-41)"
"35","224","0","106","5","35","„[...] das Opfer, [...] indem er statt den eigenen Weg [...], sich dem Willen so Vieler anschloβ und theilweis unterordnete, kein geringes.“ (14:3-5)"
"36","224","0","106","5","36","„[...] auf den Barrikaden [...] gesehen, gefühlt was ein Volk vermag und zweifelten keinen Augenblick“ (13:10-13)"
"37","224","0","106","5","37","„Erfahrung einer Revolution“ (citing Herwegh 18:18) "
"38","224","0","106","5","38","the revolution as „ein groβes Fest“ (22:34) „Freiheitsbaum“ (22:34)"
"39","224","0","106","5","39","Revolution as an adventure (32)"
"40","224","0","106","5","40","„äussere politische Verhältnisse [...] tägliche Nachrichten aus der Heimath,[...]“ (13:3-4)"
"41","224","0","106","5","41","Hecker cannot call for Herwegh’s legion (32:36-40)"
"42","224","0","106","5","42","„[...] die politisch soziale Reform auch im Vaterland möglichst schnell fördern zu helfen“ in the context of the news about German revoltuions in Vienna, Berlin and Baden (14:26-27)"
"43","224","0","106","5","43","„ob mit ob ohne Zustimmung des Comités“ (14:33) „Wir wollen uns unser Recht mit erkämpfen helfen.“ (14:35-36)"
"44","224","0","106","5","44","„so schnell asl öglich“ (14:40)"
"45","224","0","106","5","45","„Dies Avantgarde zurückzuhalten, ja nur so lange bis Herwegh ihr die nöthigen Feuilles de route beim gouvernement provisoire ausgewirkt, - stand in der Macht keines Einzigen.“ (14:43-15:2)"
"46","224","0","106","5","46","„[...] der jugendliche Theil natürlich besonders ungeduldig war,“ (16:4-5)"
"47","224","0","106","5","47","„Die Zeit drängt, und der Krieg ist vor der Thüre. [...] der deutschen Republik gegen den Russischen Absolutismus“ (citing Herwegh 18:18-22)"
"48","224","0","106","5","48","„aber während ihrer [erste Colonne] langen Reise hatte sich die Physiognomie von Deutschland ganz und auf eine Weise geändert, die wohl auβerhalb der Berechnung Aller, selbst der Scharfsichtigsten lag.“ (21:8-11)"
"49","224","0","106","5","49","effect: „Windstille“ (21:12) „[...] ,die ein augenblickliches Einschreiten in Deutschland unmöglich zu machen schienen“ (21:15-17)"
"50","224","0","106","5","50","„Alle brennen vor Ungeduld, die Grenze zu überschreiten und sich ihren Brüdern anzuschlieβen“ (23:8) „[..] daβ Herwegh die gröβste Mühe hat, sie von einem coup de main zurückzuhalten [...] jeder improvisirte und isolierte Streich ein Verrat an der Freiheit wäre.“ (23:11-15)"
"51","224","0","106","5","51","Ungeduld wir bewusst geschürt, von Feinden aus taktischen Überlegungen (26:35-36)"
"52","224","0","106","5","52","„Murren“ „Herwegh[...] sich nicht hatte irre machen lassen,“(27:40-43)"
"53","224","0","106","5","53","„H. v. L. [...] des Hochverrats und später noch des Landesverrats beschuldigt wurde, weil er mit der Landesverräterin Herwegh nach Kandern gefahren war.“ (30:9-11)"
"54","224","0","106","5","54","“die Sache in ihrem rechten Lichte hinzustellen [...] aber nur der vermag, der wie ich [...] dem ganzen Unternehmen  [...] mit Sympathie und thätiger Theilnahme gefolgt ist“ (III, 6-8)"
"55","224","0","106","5","55","She doesn’t write for ambition or as an entertainment, a “bas bleus” (IV, 7)"
"56","224","0","106","5","56","She believes that “ein gutes, liebendes Geschickt” protects from the temptation to fall into the “litterarische Pest” (IV, 13-14)"
"57","224","0","106","5","57","the Germans who love literature more than the “living [Lebendiges]” (IV, 20)"
"58","224","0","106","5","58","the Germans stand usually behind (V, 22)"
"59","224","0","106","5","59","Herweg as traitor „Verrat“ (53:21) and as „Feigheit“ (53:38) “weil er unbewaffnet war” (54:3) “Spritzleder” story (54:33ff.)"
"60","224","0","106","5","60","“die Feder [...] als [...] Waffe im interesse der Wahrheit” and in defense of her friend(s)... (IV, 15-18)"
"61","224","0","106","5","61","„Der Leser mag enschuldigen“ that it was such extenisve (52:6)"
"62","224","0","106","5","62","„Qui s’excuse s’accuse“ (55:13) and Herweg prefers the „absolute Schweigen” (55:17)"
"63","224","0","106","5","63","not having fulfilled his sacrifice completly by being  “weder getödtet, noch gefangen” (55:27) --> “lebendig begraben” (55:33) --> Gedichte eines Lebendigen"
"64","224","0","106","5","64","weil universal (V: 13) und aus dem „Volkes hervorgegange“ (V: 10)"
"65","224","0","106","5","65","[Venedy to Hergewgh: “komme ich Dir [...] den Vorschlag zu machen, [...] die deutschen Arbeiter von dem bewaffneten Einfall in Deutschland abzuhalten, und verheiβe dafür Allen, [...] Vergebung aller ihrer politischer Sünden.“ (25:9-16)"
"66","224","0","106","5","66","„[...] es auch keine Macht giebt, ein Bekehrungswerk durchzusetzen, als die freiwillige Zustimmung jedes Einzelnen“ (25:36-37) this is valid insight the movement but counts apparently not for the German as a people."
"67","224","0","106","5","67","„die alte morsche Welt“ (V: 1-2)"
"68","224","0","106","5","68","„Weltkampf“ (democracy vs. nationalism) (8: 34) and (9:27-28)"
"69","224","0","106","5","69","the true republicans “ächten Republicaner” (11:5)"
"70","224","0","106","5","70","“[...] mit denen und mit den Unsern läβt sich die Welt erobern.“ (29:42-43)"
"71","224","0","106","5","71","„wo die einzelnen Individuen immer mehr [...] in den Hintergrund treten [...]“ (8:26)"
"72","224","0","106","5","72","personal conflict of interest leads to social conflict (?) (10:40-42)"
"73","224","0","106","5","73","„Vereinigung [...] zur gemeinsamen That. In dieser Machtlosigkeit des Einzelnen zu Gunsten Aller [...]“ (25:40-42)"
"74","224","0","106","5","74","temprary, pragmatic union for the higher goal of liberty „[...] und ein Fall eintreten könne, wo der Legion Nichts übrig bleibe – als sich aufzulösen.” (Citing Herwegh 28:7-10)"
"75","224","0","106","5","75","„[...] an ein gemeinsames Wirken im Moment war nicht zu denken [...]“ (51:42-52:1)"
"76","224","0","106","5","76","„Vereint auf einem Schlachtfeld“ (6: 29-30)"
"77","224","0","106","5","77","„glorreiche Revolution de weihe der That ertheilt“ (6: 35-36)"
"78","224","0","106","5","78","religiosity of the Germans (10: 6-7) and too individualistic „jeder seine eigen Republik“ (10: 11)"
"79","224","0","106","5","79","die actraction to participate in a impossible mission (34-42): “”Die Republik will ihre Opfer” (15:39) “Wer nicht bereit ist, Alles auf die Karte zu setzen, [...] der bleibe getrost zu Hause,[...]“ (15:43-16:2)"
"80","224","0","106","5","80","„daβ ein [...] nicht einmal freiwilliger Aufenthalt in Frankreich hinreichend gewesen war, uns Allen das Heimatsrecht streitig zu machen.“ (16:23-26)"
"81","224","0","106","5","81","„Eure Freunde und Bundesgenossen“ (citing Herwegh 20:3)"
"82","224","0","106","5","82","„Wahlfahrt zu Hecker“ (22:8)"
"83","224","0","106","5","83","„Haben zwölf Apostel die ganze Welt revolutionirt, was werden da nicht erst vierzig thun [...]“ (22:17-18)"
"84","224","0","106","5","84","„[venedey] der neue Heilige“ (25:7-8)"
"85","224","0","106","5","85","„Höllenthal“ (29:12) is this a real location?"
"86","224","0","106","5","86","“Gang seiner geistigen Entwicklung “ (7:5-6)"
"87","224","0","106","5","87","„Band aller Völker (V: 13)“"
"88","224","0","106","5","88","„gemeinsamen Gruβ“ (V: 25)"
"89","224","0","106","5","89","„gemeinsame Manifestation“ (V: 34)"
"90","224","0","106","5","90","Herwegh the man with a „unbefleckten Namens“ (V: 5)"
"91","224","0","106","5","91","prais to the universal (6:24) , popular „fight for rights (6: 32)"
"92","224","0","106","5","92","“Stimme des Volkes” (6: 28), “Allmacht des Volkes” (6:39) "
"93","224","0","106","5","93","1st reason for universality Entitlment for the victory belongs to the people, all the people „weil alle Völker ihren lebendigen Theil daran gehabt” (8: 21-22)"
"94","224","0","106","5","94","“Vive la républic universelle” (in the call of the people) (12:38)"
"95","224","0","106","5","95","“[...] was hier erobert [...]binnen Kurzem das Eigenthum aller Nationen werden müsse.” (13:13-15)"
"96","224","0","106","5","96","„Daβ zu einer neuen Welt vor Allem neuer Stoff gehört, neue, breite Weltanschauungen, Urmenschen, [...] – daran denken die Wenigsten, geschweige daβ sie fähig oder Willens wären, sich selbst mit umzuschaffen – [...]“ (14:15-21)"
"97","224","0","106","5","97","„Wollt Ihr aber die Republik für ganz Deutschland, wo möglich für ganz Europa, und betrachte wie wir dies stets von Hecker vorausgesetzt die badische nur als einen Anfang derselben, mit welchem Recht zügert Ihr da [...]? (33:3-7)"
"98","224","0","106","5","98","„bis ganz Europa frei“ (55:43) „[...] der letzte Kerker geöffnet, die letzte Kette gesprengt“ (56:1)"
"99","224","0","106","5","99","„Wir glauben, daβ ohne vorhergegangenen Volkssturm die neue Zeit für Deutschland nicht herauf geführt werden wird, [...]“ (citing Herwegh 18: 3-5) {covenant}"
"100","224","0","106","5","100","„wir sind keine Freischaaren“ (citing Herwegh 19:7,21)"
"101","224","0","106","5","101","„Ordnung und Manneszucht“ (citing Herwegh 20:11-12)"
"102","224","0","106","5","102","„[...] nur die propagandistische Gewalt unserer Grundsätze“ (citing Herwegh 20:26-27)"
"103","224","0","106","5","103","„[...] so bleibt uns keine Wahl, und wir müβen uns [...] auf revolutionairem Wege zu verschaffen suchen, was wir haben wollen, [...]. Das ist ohnehin immer das Sicherste.“ (23:34-37)"
"104","224","0","106","5","104","„Kindern von Paris“ (V, 1, 4)"
"105","224","0","106","5","105","„ohne Führer“ and „verlassen“ (V, 5)"
"106","224","0","106","5","106","„[...] la république! aber eine solche, wie sie groβ und keusch aus den Händen des armen Volkes hervorgegangen, [...] (V, 9-10)“"
"107","224","0","106","5","107","Emma cites a “brichtigenden Artikel” written by Georg Herwegh and published in the Mannheimer Volkszeigung that resumes all the topics of universalism, unity, sacrifice and duty and concludes with “Wir kenne keine andere Macht auf Erden als das Volk selbst und den Willen des ganzen Volkes;[...]” (17:41-42) there is no reference to any other higher or transcendent power than the one of the abstract concept of liberty! {covenant}"
"108","224","0","106","5","108","“Alles für das deutsche Voll[sic]! mit dem deutschen Volke! – gegen dessen Feinde und Unterdrücker.“ (20:41-42)"
"109","224","0","106","5","109","people includes not necessarily the farmers (22:35)"
"110","224","0","106","5","110","“zwei schwarzwälder Bauern, die ebenfalls zu Hecker wollten” (31:12) some farmer apparently support the movement..."
"111","224","0","106","5","111","“Währen bei hemen [Freicorps vs. Corps Soldaten ] der Anführer nur so lange eine unbeschränkte exekutive Gewalt hat, als die Majorität in ihm ihre wirklichen Vertreter erkennt [...]“ (26:1-4)"
"112","224","0","106","5","112","not all masses of people are the people „Rotten von Bürgern“ (31:27)"
"113","224","0","106","5","113","“jede gute, freie Nature [...] ist im Stande, seine wahren Kinder von seinen Stiefkindern zu unterscheiden” (56:3-4)"
"114","224","0","106","5","114","„Diesem Deutschland [... das] weiβ, daβ es später oder früher siegen muss, [...]“ (56:1-2, 9-10){audience}"
"115","224","0","106","5","115","Hecker wants to “Wenn meine Boten, [...] die guten Nachrichten bestätigen, die Sie mir mündlich und schriftlich von ihm gebracht, so werde ich Montag abmarschiren.“ (24:27-30)"
"116","224","0","106","5","116","„[M.] den der Eifer des  weiblichen Emissairs [...] amüsiert“ (32:15-20)"
"117","224","0","106","5","117"," „im Interesse der Wahrheit“ (III, 4)"
"118","224","0","106","5","118","„Freiheit“ is not a question of professionality or gender (III, 15) but of empathy, interest in others. "
"119","224","0","106","5","119","a characteristic of those who “sich [...] zu Menschen emanzipirt haben” (III, 22; IV, 1-2) not emancipation of a social class or a gender!"
"120","224","0","106","5","120","“des von deutschen Händen eroberten Deutschlands” (7:18-19)"
"121","224","0","106","5","121","„Volksbewegung [...] thätig beteiligen“ (13:6-7)"
"122","224","0","106","5","122","„Herwegh wollte [...] mit zu reden“ (13:27-26)"
"123","224","0","111","6","1","[Emma Herwegh. Eine Erinnerung an Georg Herwegh. Separat-Abdruck aus dem „Volksstaat“. Leipzig. Druck und Verlag der Genossenschaftbuchdruckerei, 1875. (HA) in Michail Krausnick. Nicht Magd mit den Knechten. S.115-126]"
"124","224","0","111","6","2","Eine Erinnerung an Georg Herwegh "
"125","224","0","111","6","3","Separat-Abdruck aus dem „Volksstaat“."
"126","224","0","111","6","4","Leipzig. Druck und Verlag der Genossenschaftsbuchdruckerei. 1875"
"127","224","0","111","6","5","[3] (Habent sua fata libelli – die nachfolgende Skizze hat ihre Geschichte, die wir gelegentlich erzählen werden. "
"128","224","0","111","6","6","Für jetzt zur nöthigen Aufklärung des Leser nur dies: gleich nach Herwegh’s Tod wandte Herr Keil sich an die Wittwe mit dem Ansinnen, einen biographischen Abriß für die „Gartenlaube“ zu schreiben. "
"129","224","0","111","6","7","Die Wahrheit wurde geschrieben, und sie paßte natürlich nicht für die „Gartenlaube“. – "
"130","224","0","111","6","8","Der Volksstaat“ ist stolz, eine Pflicht des arbeitenden Volkes gegen den treuen Dichter des arbeitenden Volkes erfüllen zu können.)"
"131","224","0","111","6","9","„Licht floß ihm von der reinen Schwinge nieder,"
"132","224","0","111","6","10","Licht strahlt‘ er in des Schicksals dunklen Gang,"
"133","224","0","111","6","11","Vom Glanz der Wahrheit blitzte sein Gefieder,"
"134","224","0","111","6","12","Und der Gedanke ward bei ihm Gesang,"
"135","224","0","111","6","13","Der ihn entzückt in trunk’nen Flug"
"136","224","0","111","6","14","Bis vor den Thron der Schönheit trug.“"
"137","224","0","111","6","15","Mögen diese Worte, die Georg Herwegh einst seinem Schiller zu dessen hundertjähriger Feier zurief, und die eben so gut auf den jetzt dahingegangenen Dichter passen, mir als Eingang zu der kurzen Lebensskizze dienen, "
"138","224","0","111","6","16","um deren Abfassung Sie mich gebeten, und die Ihnen in aller Wahrhaftigkeit und mit dem ganzen Verständniß, dess ich fähig bin, zu geben, ich heute für eine Pflicht gegen den theuren Todten halte, die zu erfüllen ich mich, wenn auch mit schwerem Herzen, anschicke."
"139","224","0","111","6","17","Wenn eine tiefe, unwandelbare Liebe, ein gleiches Wollen und Streben im Denken und Empfinden, ein Leben gemeinsamen Kampfes und der leidenschaftliche Wunsch, einem vielverkannten, wenigerkannten, vielgeliebten Menschen gerecht zu werden, den Mangel jeder schriftstellerischen Begabung ersetzt, ja dieselbe entbehrlich machen könnte, so sollte ich meinen, daß mir mein Vorhaben gelinge müsse. "
"140","224","0","111","6","18","Ob dieses Bild, geehrter Herr, aber in Ihren Rahmen passen wird, ob Sie es darin in aller Treue werden aufnehmen können, das ist eine andere Frage."
"141","224","0","111","6","19","„Ganz Deutschland ist eine Gartenlaube!“ „Ganz Deutschland stickt Stramin;“ pflegte unser Dichter oftmals im Scherz zu sagen, wenn sein Blick auf Ihre Zeitschrift fiel. "
"142","224","0","111","6","20","Lassen Sie’s uns versuchen."
"143","224","0","111","6","21","[4] Wenn je ein Mensch unter dem Schutz der Musen und Grazien geboren ward, so war’s Georg Herwegh. "
"144","224","0","111","6","22","Wohl selten ist bei einem Menschen der innere Adel so glücklich und so vollkommen zur Erscheinung gekommen, wie bei ihm. "
"145","224","0","111","6","23","Alles war harmonisch, wohltuend, bis auf den Klang der Stimme. Er besaß bei der größten Unerschrockenheit und Kühnheit des Geistes die ganze Zärtlichkeit, Feinfühligkeit einer echt weiblichen Natur."
"146","224","0","111","6","24","Wenn ihm die Festigkeit seines Charakters, die unerschütterliche Prinzipientreue und die Rücksichtslosigkeit, mit der er das, was er für recht und wahr hielt, mit Wort und That verfocht, so liebenswürdig, so bescheiden mußte – viel Feind‘, viel Ehre! – "
"147","224","0","111","6","25","so glaub‘ ich doch kaum, daß er deren persönliche haben konnte, so liebenswürdig, so bescheiden bei allem Wissen, so herzgewinnend war er im geselligen Verkehr. "
"148","224","0","111","6","26","Er war auf allen Gebieten der Kunst und Wissenschaft zu Hause, und wenn Wissen Freiheit ist, so gehörte Georg Herwegh auch nach dieser Seite hin zu den freiesten Menschen seiner Zeit. "
"149","224","0","111","6","27","Daraus ergab sich denn auch als innerste Nothwendigkeit, daß bei ihm der Mensch nicht vom Dichter, der Dichter nicht vom Politiker und Forscher zu trenne war. – "
"150","224","0","111","6","28","Jedes Gedicht, das er schrieb, war ein Gesammtbild, ein Stück seines innersten Lebens. "
"151","224","0","111","6","29","Hinter jeder Zeile stand er selbst, und das erklärt wohl am Besten die wunderbare Wirkung seiner Gedichte und auch weshalb er sie nur sporadisch, erweckt durch die großen Ereignisse der Zeit, hinausschickte, wie ein Schrei, der sich seiner Brust entwand."
"152","224","0","111","6","30","Schriftstellerei als Handwerk, als Broderwerb – das Literatenthum par profession waren ihm Gräuel. "
"153","224","0","111","6","31","„Es muß ja nicht geschrieben sein!“ rief er oftmals aus, wenn er diese Papiervergeudung ohne wirklichen Beruf, ohne jeden ernsten Zweck sah. "
"154","224","0","111","6","32","„Die Kunst ist das Höchste, und wer den Beruf dazu nicht hat, wessen Wort nicht zündet, der soll es lassen und lieber Holz spalten, das ist ehrenwerter.“ "
"155","224","0","111","6","33","Er war ein Feind alles Halben, und aus diesem Gefühl entsprang nothwendig sein tiefer Widerwille gegen alle Zwitterparteien, sei es auf welchem Gebiet es wolle. "
"156","224","0","111","6","34","Daher seine gründliche Betrachtung der Nationalliberalen, Bismarck’s „Sauhirten“, wie Jener selbst sie oftmals genannt – seine Geringschätzung dieses halben Aufklärichts [sic], ich mein der Altkatholiken. "
"157","224","0","111","6","35","Wohl selten war ihm ein Wort so aus der Seele gesprochen wie das, welches man dem Bischof Kettler Betreff Döllingers nachsagt: „Glaubt er an so viel Wunder, so konnt‘ er auch noch an des Eine glauben“. "
"158","224","0","111","6","36","Nie habe ich ihn herzlicher lachen hören, als bei Anlaß dieses Zitates. Nationalliberale und Altkatholiken waren [5] in seinen Augen nichts Anderes, als eine andere und gefährlichere Art von Gründern, eine Art politischer und religiöser Phyloxera,*) gegen die bis jetzt leider noch kein Vertilgunsmittel gefunden ist."
"159","224","0","111","6","37","Konnte er, der intime Jugendfreund Ludwig Feuerbach’s, der treue Gefährte Ferdinand Lassalle’s anders denken? – "
"160","224","0","111","6","38","Alles was einem Kompromiß ähnlich sah, war ihm unmöglich, und hätte man ihm die Wahl gestellt, mit Wem er umgehen wolle, und er hätte sich für den Einen oder Anderen entscheiden müssen, ob mit einem Vollblutaristokraten oder mit einem Nationalliberalen, mit einem frisch, fromm fröhlichen Ultramontanen oder einem dieser tiefsinnigen Flachköpfe der Döllingerpartei, er hätte sich für die Ersteren entschieden, als seine ehrlichen, off’nen Feinde."
"161","224","0","111","6","39","Die Freiheit war für ihn das höchste, unveräußerliche Gut und Recht des Menschen, weil sie über jeder Nationalität, außerhalb aller geographischen Grenzen steht und durch keine Gewalt annexirt werden kann. "
"162","224","0","111","6","40","„Für den Patriotismus haben wir nicht zu sorgen, der ist uns sicher wie die Erbsünde, aber zu wehren haben wir uns, daß unser Patriotismus nicht von den Herrschern zum Schaden der Menschenrechte und der Freiheit ausgebeutet wird“. "
"163","224","0","111","6","41","Dies waren, wenn nicht seine Worte, so doch seine Gedanken, für die ich später ihn selbst citiren werde."
"164","224","0","111","6","42","Es war im Jahr 1861, wir lebten damals in Zürich, als ein früher Professor der italienischen Literatur am dortigen Polythechnikum, Herr de Sanctis, damals italienischer Unterrichtsminister, ganz unerwartet per Telegramm an Georg Herwegh die Frage richtet, ob er den Lehrstuhl als Professor der vergleichenden Literatur in Neapel annehmen wollte? "
"165","224","0","111","6","43","Um telegraphische Rückantwort ward gebeten. "
"166","224","0","111","6","44","Unser Dichter, der sich nie in seinem Leben um eine Stelle beworben hatte, nahm diesen ihm so ehrenvoll angetragenen Posten an und erhielt umgehend einen Danksagungsbries des Ministers, worin ihm dieser seine Freude über die Zusage aufs Lebhafteste ausdrückte, und ihm die Zusendung des in aller Form Rechtens unterschriebenen Decrets in nahe Aussicht stellte. "
"167","224","0","111","6","45","Von dieser Stunde an studirte unser Dichter mit unglaublichem Eifer Tag und Nacht die italienische Sprache, deren Literatur ihm bekannt war wie Wenigen. "
"168","224","0","111","6","46","Eine seiner Eigenthümlichkeiten bestand ohnehin darin, daß er sich in das Lesen eines Wörterbuchs vertiefen konnte, wie Andere in die Lectüre eines Romans. "
"169","224","0","111","6","47","Ein Freund von uns, Professor Moleschotte, der damals eine von ihm nachgesuchte Stelle als Professor der Physiologie [6] in Turin antreten sollte, verliß uns, mich dünkt es war Anfang November, mit den Worten: Auf baldiges Wiedersehen in Italien! "
"170","224","0","111","6","48","Aber Monat auf Monat verging, ohne daß vereißene Dektret kam – "
"171","224","0","111","6","49","da plötzlich wurde das Ministerium gestürzt, an die Stelle des bisherigen Unterrichtsministers de Sanctis, trat der bekannte Mattiucci, ein fanatischer Anhänger Napoleons III. wie seine sämmtlichen Collegen, und als wir uns acht Tage vor Ostern, der zum Antritt des Lehrstuhls bestimmten Zeit, auf die Reise nach Neapel begeben wollten, "
"172","224","0","111","6","50","lasen wir, ohne durch eine vorangegangene Entschuldigung und Mittheilung Seitens des neuen Ministeriums an Georg Herwegh darauf vorbereitet worden zu sein, in einer Nummer des in Mailand erscheinenden „Pungolo“, folgende Notiz: „Der sehr gelehrte Professor Georg Herwegh, welchem der Lehrstuhl für vergleichende Literatur in Neapel angetragen war, der diesen Ruf angenommen hatte und eben im Begriff stand, mit seiner Familie überzusiedeln, wird diese Stelle nicht bekleiden, weil sich die politischen Hindernisse – Frankreich und Preußen hatten, wie uns später berichtet wurde, Protest gegen die Anstellung eines „rothen Republikaners“ eingelegt – als unübersteigbar erweisen haben.“"
"173","224","0","111","6","51","„Du siehst,“ sagte er mir damals, „daß ich dazu geboren bin, keine Anstellung zu haben.“ Ich selbst melde Ihnen diesen Vorgang nur, weil Sie Einiges aus dem Privatleben unserer Dichters zu wissen wünschen."
"174","224","0","111","6","52","Jetzt zu etwas Wichtigerem. Sie fragen mich ihn Ihrem Briefe, wie sich Georg Herwegh zum Kriege von 1866, wie er sich dem unglückseligen Kampfe von 1870 verhalten? Ich werde Ihnen darauf um so besser und erschöpfender antworten können, als ich es mit seinen eigenen Worten kann:"
"175","224","0","111","6","53","Kampfprolog im Himmel."
"176","224","0","111","6","54","Ach! wo ist der bess’re Mann?"
"177","224","0","111","6","55","Wo die bess’re Sache?"
"178","224","0","111","6","56","Alles, was ich schauen kann,"
"179","224","0","111","6","57","Ist ein Tag der Rache."
"180","224","0","111","6","58","Wem von ihnen bleibt das Reich?"
"181","224","0","111","6","59","Frevelhafte Frage!"
"182","224","0","111","6","60","Beider Thaten wiegen gleich"
"183","224","0","111","6","61","Auf der großen Waage."
"184","224","0","111","6","62","[7] Schwarzer Kugel Bleigewicht"
"185","224","0","111","6","63","In der Schaalen eine"
"186","224","0","111","6","64","Traurig legt der Blum und spricht:"
"187","224","0","111","6","65","„Habsburg, das ist deine!“"
"188","224","0","111","6","66","Neben ihm ein junger Held"
"189","224","0","111","6","67","Weist die Wundenmale;"
"190","224","0","111","6","68","Dortu‘s schwarze Kugel fällt"
"191","224","0","111","6","69","In die andre Schaale"
"192","224","0","111","6","70","Um den Schlachtengott im Kreis"
"193","224","0","111","6","71","Schweben die Walküren:"
"194","224","0","111","6","72","Vater, sag‘, der Siegespreis,"
"195","224","0","111","6","73","Wem wird er gebühren?"
"196","224","0","111","6","74","Sann der Alte hin und her,"
"197","224","0","111","6","75","Hat den Spruch verkündigt:"
"198","224","0","111","6","76","„Beide – haben schwer [hand writing „Schäfer“ ??]"
